taxi_id,datetime,longitude,latitude,source_file,prev_datetime,prev_longitude,prev_latitude,time_gap_sec,segment_distance_km,segment_speed_kmh,new_trip,trip_id
1,2008-02-02 15:36:08,116.51172,39.92123,1.txt,,,,,0.0,0.0,True,1
1,2008-02-02 15:46:08,116.51135,39.93883,1.txt,2008-02-02 15:36:08,116.51172,39.92123,600.0,1.9572849902417442,11.743709941450465,False,1
1,2008-02-02 15:56:08,116.51627,39.91034,1.txt,2008-02-02 15:46:08,116.51135,39.93883,600.0,3.195604390226914,19.173626341361484,False,1
1,2008-02-02 16:06:08,116.47186,39.91248,1.txt,2008-02-02 15:56:08,116.51627,39.91034,600.0,3.7952256783055636,22.771354069833382,False,1
1,2008-02-02 16:16:08,116.47217,39.92498,1.txt,2008-02-02 16:06:08,116.47186,39.91248,600.0,1.3901879853963577,8.341127912378147,False,1
1,2008-02-02 16:26:08,116.47179,39.90718,1.txt,2008-02-02 16:16:08,116.47217,39.92498,600.0,1.979535000171302,11.877210001027812,False,1
1,2008-02-02 16:36:08,116.45617,39.90531,1.txt,2008-02-02 16:26:08,116.47179,39.90718,600.0,1.3484689174847226,8.090813504908336,False,1
1,2008-02-02 17:00:24,116.47191,39.90577,1.txt,2008-02-02 16:36:08,116.45617,39.90531,1456.0,1.3435641275065153,3.321999216362263,False,1
1,2008-02-02 17:10:24,116.50661,39.9145,1.txt,2008-02-02 17:00:24,116.47191,39.90577,600.0,3.114770639994252,18.688623839965512,False,1
1,2008-02-02 20:30:34,116.49625,39.9146,1.txt,2008-02-02 17:10:24,116.50661,39.9145,12010.0,0.8836407685021253,0.2648715042970567,True,2
1,2008-02-02 20:40:33,116.50962,39.91071,1.txt,2008-02-02 20:30:34,116.49625,39.9146,599.0,1.2195972363145886,7.329799750805541,False,2
1,2008-02-02 20:50:33,116.52231,39.91588,1.txt,2008-02-02 20:40:33,116.50962,39.91071,600.0,1.2255108082773387,7.353064849664032,False,2
1,2008-02-02 21:00:33,116.56444,39.91445,1.txt,2008-02-02 20:50:33,116.52231,39.91588,600.0,3.596615439934569,21.579692639607416,False,2
1,2008-02-02 21:10:33,116.59512,39.90798,1.txt,2008-02-02 21:00:33,116.56444,39.91445,600.0,2.713822296609933,16.2829337796596,False,2
1,2008-02-02 21:30:33,116.65522,39.8622,1.txt,2008-02-02 21:10:33,116.59512,39.90798,1200.0,7.225577707196239,21.67673312158872,False,2
1,2008-02-02 21:40:33,116.69164,39.85165,1.txt,2008-02-02 21:30:33,116.65522,39.8622,600.0,3.322730737878285,19.93638442726971,False,2
1,2008-02-02 21:50:33,116.69167,39.85166,1.txt,2008-02-02 21:40:33,116.69164,39.85165,600.0,0.0027919348183871816,0.016751608910323092,False,2
1,2008-02-02 22:10:32,116.69168,39.85168,1.txt,2008-02-02 21:50:33,116.69167,39.85166,1199.0,0.0023821089665051853,0.0071522871387978875,False,2
1,2008-02-02 22:20:32,116.69168,39.85167,1.txt,2008-02-02 22:10:32,116.69168,39.85168,600.0,0.0011119492665983002,0.0066716955995898015,False,2
1,2008-02-02 22:30:32,116.69167,39.85169,1.txt,2008-02-02 22:20:32,116.69168,39.85167,600.0,0.002382108921278736,0.014292653527672417,False,2
1,2008-02-02 22:40:33,116.69167,39.85172,1.txt,2008-02-02 22:30:32,116.69167,39.85169,601.0,0.0033358477997949007,0.019981783825726525,False,2
1,2008-02-02 22:50:33,116.69167,39.85174,1.txt,2008-02-02 22:40:33,116.69167,39.85172,600.0,0.002223898532489277,0.013343391194935661,False,2
1,2008-02-02 23:00:32,116.69167,39.85175,1.txt,2008-02-02 22:50:33,116.69167,39.85174,599.0,0.0011119492665983002,0.0066828336556826054,False,2
1,2008-02-02 23:10:32,116.69167,39.85176,1.txt,2008-02-02 23:00:32,116.69167,39.85175,600.0,0.0011119492665983002,0.0066716955995898015,False,2
1,2008-02-02 23:20:32,116.69172,39.85208,1.txt,2008-02-02 23:10:32,116.69167,39.85176,600.0,0.035837457326738736,0.21502474396043242,False,2
1,2008-02-02 23:30:32,116.69172,39.85199,1.txt,2008-02-02 23:20:32,116.69172,39.85208,600.0,0.010007543397970053,0.06004526038782032,False,2
1,2008-02-02 23:40:32,116.69171,39.85196,1.txt,2008-02-02 23:30:32,116.69172,39.85199,600.0,0.00344334031282135,0.0206600418769281,False,2
1,2008-02-02 23:50:32,116.69171,39.85182,1.txt,2008-02-02 23:40:32,116.69171,39.85196,600.0,0.01556728973025423,0.09340373838152538,False,2
1,2008-02-03 00:00:32,116.69171,39.85184,1.txt,2008-02-02 23:50:32,116.69171,39.85182,600.0,0.0022238985331966,0.0133433911991796,False,2
1,2008-02-03 00:10:32,116.6917,39.85184,1.txt,2008-02-03 00:00:32,116.69171,39.85184,600.0,0.0008536479582194681,0.005121887749316809,False,2
1,2008-02-03 00:20:32,116.6917,39.85184,1.txt,2008-02-03 00:10:32,116.6917,39.85184,600.0,0.0,0.0,False,2
1,2008-02-03 00:30:32,116.69168,39.85146,1.txt,2008-02-03 00:20:32,116.6917,39.85184,600.0,0.042288550301077775,0.2537313018064667,False,2
1,2008-02-03 00:40:32,116.69172,39.85165,1.txt,2008-02-03 00:30:32,116.69168,39.85146,600.0,0.021401195922950197,0.1284071755377012,False,2
1,2008-02-03 00:50:32,116.69176,39.85165,1.txt,2008-02-03 00:40:32,116.69172,39.85165,600.0,0.0034146012800321487,0.020487607680192893,False,2
1,2008-02-03 01:00:32,116.69168,39.85163,1.txt,2008-02-03 00:50:32,116.69176,39.85165,600.0,0.007182182528858381,0.04309309517315029,False,2
1,2008-02-03 01:10:32,116.69166,39.85159,1.txt,2008-02-03 01:00:32,116.69168,39.85163,600.0,0.004764218467921466,0.028585310807528796,False,2
1,2008-02-03 01:40:31,116.69164,39.85186,1.txt,2008-02-03 01:10:32,116.69166,39.85159,1799.0,0.03007113554321773,0.060175702032008796,False,2
1,2008-02-03 01:50:31,116.69167,39.85196,1.txt,2008-02-03 01:40:31,116.69164,39.85186,600.0,0.011410588820574151,0.06846353292344491,False,2
1,2008-02-03 02:00:32,116.69167,39.85167,1.txt,2008-02-03 01:50:31,116.69167,39.85196,601.0,0.032246528726399444,0.1931572436190316,False,2
1,2008-02-03 02:21:26,116.69176,39.85183,1.txt,2008-02-03 02:00:32,116.69167,39.85167,1254.0,0.019379175322470542,0.055633996141063756,False,2
1,2008-02-03 02:30:31,116.69173,39.85174,1.txt,2008-02-03 02:21:26,116.69176,39.85183,545.0,0.010330022694995852,0.06823501229722032,False,2
1,2008-02-03 02:50:32,116.69172,39.85179,1.txt,2008-02-03 02:30:31,116.69173,39.85174,1201.0,0.005624899617623454,0.016860648312609854,False,2
1,2008-02-03 03:00:32,116.69171,39.85176,1.txt,2008-02-03 02:50:32,116.69172,39.85179,600.0,0.003443340928755029,0.020660045572530174,False,2
1,2008-02-03 03:10:31,116.6917,39.85176,1.txt,2008-02-03 03:00:32,116.69171,39.85176,599.0,0.0008536489531151843,0.005130444459456867,False,2
1,2008-02-03 03:20:31,116.69164,39.85165,1.txt,2008-02-03 03:10:31,116.6917,39.85176,600.0,0.01326054331209467,0.07956325987256802,False,2
1,2008-02-03 03:30:31,116.69155,39.85181,1.txt,2008-02-03 03:20:31,116.69164,39.85165,600.0,0.019379176210574577,0.11627505726344746,False,2
1,2008-02-03 03:40:31,116.69158,39.8518,1.txt,2008-02-03 03:30:31,116.69155,39.85181,600.0,0.0027919296853844266,0.01675157811230656,False,2
1,2008-02-03 03:50:31,116.69156,39.85141,1.txt,2008-02-03 03:40:31,116.69158,39.8518,600.0,0.04339961624850731,0.26039769749104386,False,2
1,2008-02-03 04:00:31,116.69161,39.85155,1.txt,2008-02-03 03:50:31,116.69156,39.85141,600.0,0.016141826770681184,0.0968509606240871,False,2
1,2008-02-03 04:10:31,116.69156,39.85161,1.txt,2008-02-03 04:00:31,116.69161,39.85155,600.0,0.00792019766313474,0.047521185978808445,False,2
1,2008-02-03 04:20:31,116.6916,39.85156,1.txt,2008-02-03 04:10:31,116.69156,39.85161,600.0,0.0065245921901413975,0.03914755314084839,False,2
1,2008-02-03 04:30:31,116.6918,39.85176,1.txt,2008-02-03 04:20:31,116.6916,39.85156,600.0,0.02803676035278354,0.16822056211670125,False,2
1,2008-02-03 04:40:31,116.69179,39.85177,1.txt,2008-02-03 04:30:31,116.6918,39.85176,600.0,0.001401837223247324,0.008411023339483945,False,2
1,2008-02-03 04:50:31,116.69176,39.85176,1.txt,2008-02-03 04:40:31,116.69179,39.85177,600.0,0.002791931053979976,0.016751586323879856,False,2
1,2008-02-03 05:00:31,116.69177,39.85175,1.txt,2008-02-03 04:50:31,116.69176,39.85176,600.0,0.0014018372976548153,0.008411023785928892,False,2
1,2008-02-03 05:10:30,116.69157,39.85211,1.txt,2008-02-03 05:00:31,116.69177,39.85175,599.0,0.04351896100896937,0.2615496821908009,False,2
1,2008-02-03 05:20:30,116.69162,39.85157,1.txt,2008-02-03 05:10:30,116.69157,39.85211,600.0,0.06019677039512081,0.36118062237072485,False,2
1,2008-02-03 05:30:30,116.69162,39.85158,1.txt,2008-02-03 05:20:30,116.69162,39.85157,600.0,0.001111949265890977,0.006671695595345863,False,2
1,2008-02-03 05:40:30,116.69161,39.8516,1.txt,2008-02-03 05:30:30,116.69162,39.85158,600.0,0.0023821093238122638,0.014292655942873583,False,2
1,2008-02-03 05:50:31,116.69138,39.85178,1.txt,2008-02-03 05:40:30,116.69161,39.8516,601.0,0.028037395236840026,0.1679444639810717,False,2
1,2008-02-03 06:00:31,116.69156,39.85166,1.txt,2008-02-03 05:50:31,116.69138,39.85178,600.0,0.02035068845347036,0.12210413072082217,False,2
1,2008-02-03 06:10:30,116.69129,39.85191,1.txt,2008-02-03 06:00:31,116.69156,39.85166,599.0,0.036110987906854276,0.21702764017475024,False,2
1,2008-02-03 06:20:30,116.69172,39.85176,1.txt,2008-02-03 06:10:30,116.69129,39.85191,600.0,0.040318617768633096,0.2419117066117986,False,2
1,2008-02-03 06:40:30,116.69165,39.85173,1.txt,2008-02-03 06:20:30,116.69172,39.85176,1200.0,0.006843610615978811,0.020530831847936436,False,2
1,2008-02-03 06:50:30,116.69169,39.85142,1.txt,2008-02-03 06:40:30,116.69165,39.85173,600.0,0.034639138021510384,0.20783482812906232,False,2
1,2008-02-03 07:00:30,116.69164,39.85158,1.txt,2008-02-03 06:50:30,116.69169,39.85142,600.0,0.018296022275749276,0.10977613365449566,False,2
1,2008-02-03 07:10:30,116.69162,39.85163,1.txt,2008-02-03 07:00:30,116.69164,39.85158,600.0,0.005815983028209192,0.03489589816925515,False,2
1,2008-02-03 07:20:30,116.69161,39.85166,1.txt,2008-02-03 07:10:30,116.69162,39.85163,600.0,0.003443341330095333,0.020660047980572,False,2
1,2008-02-03 07:40:30,116.69184,39.85188,1.txt,2008-02-03 07:20:30,116.69161,39.85166,1200.0,0.031367556814246814,0.09410267044274044,False,2
1,2008-02-03 07:50:30,116.69165,39.85161,1.txt,2008-02-03 07:40:30,116.69184,39.85188,600.0,0.03412367370532114,0.20474204223192685,False,2
1,2008-02-03 08:10:29,116.6917,39.85163,1.txt,2008-02-03 07:50:30,116.69165,39.85161,1199.0,0.004812869447857593,0.014450650552366419,False,2
1,2008-02-03 08:30:29,116.69171,39.85166,1.txt,2008-02-03 08:10:29,116.6917,39.85163,1200.0,0.003443341330095333,0.010330023990286,False,2
1,2008-02-03 08:40:29,116.69169,39.85168,1.txt,2008-02-03 08:30:29,116.69171,39.85166,600.0,0.0028036758853671176,0.016822055312202707,False,2
1,2008-02-03 08:50:30,116.69169,39.85165,1.txt,2008-02-03 08:40:29,116.69169,39.85168,601.0,0.0033358477997949007,0.019981783825726525,False,2
1,2008-02-03 09:00:30,116.69169,39.85163,1.txt,2008-02-03 08:50:30,116.69169,39.85165,600.0,0.002223898532489277,0.013343391194935661,False,2
